gender,Age,quantity,payment_method,w,Arrival_Time,Start_Time,Finish_Time,Wait_Time,Queue_Length,Counter_Number,Day
Male,42,25,Credit Card,2021-01-03,16:04:00,16:04:00,16:09:00,0 days 00:00:00,0,2,Sunday
Male,44,22,Credit Card,2021-01-03,16:06:00,16:06:00,16:11:00,0 days 00:00:00,0,1,Sunday
Male,37,15,Credit Card,2021-01-03,16:07:00,16:07:00,16:11:00,0 days 00:00:00,0,3,Sunday
Male,43,10,Credit Card,2021-01-03,16:19:00,16:19:00,16:23:00,0 days 00:00:00,0,1,Sunday
Female,29,24,Cash,2021-01-03,16:23:00,16:23:00,16:28:00,0 days 00:00:00,0,1,Sunday
Female,32,23,Cash,2021-01-03,16:26:00,16:26:00,16:31:00,0 days 00:00:00,0,2,Sunday
Female,37,17,Cash,2021-01-03,16:26:00,16:26:00,16:30:00,0 days 00:00:00,0,3,Sunday
Male,48,24,Debit Card,2021-01-03,16:29:00,16:29:00,16:34:00,0 days 00:00:00,0,1,Sunday
Male,60,18,Debit Card,2021-01-03,16:30:00,16:30:00,16:35:00,0 days 00:00:00,0,3,Sunday
Male,47,29,Cash,2021-01-03,16:30:00,16:31:00,16:37:00,0 days 00:01:00,1,2,Sunday
Female,65,30,Cash,2021-01-03,16:40:00,16:40:00,16:48:00,0 days 00:00:00,0,1,Sunday
Female,15,10,Cash,2021-01-03,16:56:00,16:56:00,17:00:00,0 days 00:00:00,0,1,Sunday
Female,52,13,Cash,2021-01-03,17:08:00,17:08:00,17:12:00,0 days 00:00:00,0,1,Sunday
Male,34,15,Cash,2021-01-03,17:16:00,17:16:00,17:20:00,0 days 00:00:00,0,1,Sunday
Female,33,10,Debit Card,2021-01-03,17:21:00,17:21:00,17:24:00,0 days 00:00:00,0,1,Sunday
Female,45,27,Credit Card,2021-01-03,17:42:00,17:42:00,17:47:00,0 days 00:00:00,0,1,Sunday
Female,50,20,Cash,2021-01-03,17:48:00,17:48:00,17:53:00,0 days 00:00:00,0,1,Sunday
Male,24,13,Credit Card,2021-01-03,17:48:00,17:48:00,17:52:00,0 days 00:00:00,0,2,Sunday
Female,32,18,Credit Card,2021-01-03,17:51:00,17:51:00,17:55:00,0 days 00:00:00,0,3,Sunday
Male,17,21,Cash,2021-01-03,17:52:00,17:52:00,17:57:00,0 days 00:00:00,0,2,Sunday
Male,61,21,Debit Card,2021-01-03,17:57:00,17:57:00,18:02:00,0 days 00:00:00,0,1,Sunday
Male,32,28,Cash,2021-01-03,18:49:00,18:49:00,18:55:00,0 days 00:00:00,0,1,Sunday
Male,65,19,Credit Card,2021-01-03,18:54:00,18:54:00,18:59:00,0 days 00:00:00,0,2,Sunday
Male,19,16,Cash,2021-01-03,18:55:00,18:55:00,18:59:00,0 days 00:00:00,0,1,Sunday
Female,49,19,Credit Card,2021-01-03,18:58:00,18:58:00,19:03:00,0 days 00:00:00,0,3,Sunday
Male,52,24,Credit Card,2021-01-03,19:00:00,19:00:00,19:05:00,0 days 00:00:00,0,1,Sunday
Female,58,26,Cash,2021-01-03,19:02:00,19:02:00,19:07:00,0 days 00:00:00,0,2,Sunday
Female,64,19,Credit Card,2021-01-03,19:06:00,19:06:00,19:11:00,0 days 00:00:00,0,1,Sunday
Male,16,18,Credit Card,2021-01-03,19:07:00,19:07:00,19:12:00,0 days 00:00:00,0,2,Sunday
Male,57,16,Cash,2021-01-03,19:09:00,19:09:00,19:13:00,0 days 00:00:00,0,3,Sunday
Male,56,14,Cash,2021-01-03,19:09:00,19:11:00,19:15:00,0 days 00:02:00,1,1,Sunday
Female,55,15,Credit Card,2021-01-03,19:14:00,19:14:00,19:18:00,0 days 00:00:00,0,2,Sunday
Female,15,15,Credit Card,2021-01-03,19:16:00,19:16:00,19:20:00,0 days 00:00:00,0,1,Sunday
Female,26,16,Credit Card,2021-01-03,19:17:00,19:17:00,19:21:00,0 days 00:00:00,0,3,Sunday
Female,60,29,Credit Card,2021-01-03,19:19:00,19:19:00,19:27:00,0 days 00:00:00,0,2,Sunday
Female,61,12,Cash,2021-01-03,19:20:00,19:20:00,19:24:00,0 days 00:00:00,0,1,Sunday
Female,27,20,Cash,2021-01-03,19:20:00,19:21:00,19:26:00,0 days 00:01:00,1,3,Sunday
Male,56,10,Cash,2021-01-03,19:26:00,19:26:00,19:30:00,0 days 00:00:00,0,1,Sunday
Female,39,30,Cash,2021-01-03,19:32:00,19:32:00,19:40:00,0 days 00:00:00,0,1,Sunday
Male,63,13,Credit Card,2021-01-03,19:36:00,19:36:00,19:40:00,0 days 00:00:00,0,2,Sunday
Female,24,16,Cash,2021-01-03,19:36:00,19:36:00,19:41:00,0 days 00:00:00,0,3,Sunday
Female,50,16,Cash,2021-01-03,19:41:00,19:41:00,19:46:00,0 days 00:00:00,0,1,Sunday
Male,36,26,Cash,2021-01-03,19:41:00,19:41:00,19:48:00,0 days 00:00:00,0,2,Sunday
Female,56,19,Cash,2021-01-03,19:43:00,19:43:00,19:48:00,0 days 00:00:00,0,3,Sunday
Male,33,28,Cash,2021-01-03,19:45:00,19:46:00,19:53:00,0 days 00:01:00,1,1,Sunday
Male,31,29,Cash,2021-01-03,19:49:00,19:49:00,19:57:00,0 days 00:00:00,0,2,Sunday
Male,29,20,Debit Card,2021-01-03,19:50:00,19:50:00,19:55:00,0 days 00:00:00,0,3,Sunday
Female,53,26,Debit Card,2021-01-03,19:50:00,19:53:00,20:00:00,0 days 00:03:00,1,1,Sunday
Male,61,27,Credit Card,2021-01-03,19:52:00,19:55:00,20:03:00,0 days 00:03:00,1,3,Sunday
Female,41,20,Cash,2021-01-03,19:52:00,19:57:00,20:03:00,0 days 00:05:00,1,2,Sunday
Female,21,22,Cash,2021-01-03,19:52:00,20:00:00,20:06:00,0 days 00:08:00,2,1,Sunday
Male,42,19,Cash,2021-01-03,19:52:00,20:03:00,20:08:00,0 days 00:11:00,2,2,Sunday
Male,58,17,Cash,2021-01-03,19:54:00,20:03:00,20:09:00,0 days 00:09:00,2,3,Sunday
Female,20,30,Credit Card,2021-01-03,19:57:00,20:06:00,20:14:00,0 days 00:09:00,2,1,Sunday
Female,31,23,Credit Card,2021-01-03,20:00:00,20:08:00,20:13:00,0 days 00:08:00,2,2,Sunday
Female,34,20,Credit Card,2021-01-03,20:10:00,20:10:00,20:15:00,0 days 00:00:00,0,3,Sunday
Female,26,30,Cash,2021-01-03,20:11:00,20:13:00,20:21:00,0 days 00:02:00,1,2,Sunday
Female,27,27,Debit Card,2021-01-03,20:12:00,20:14:00,20:21:00,0 days 00:02:00,1,1,Sunday
Female,65,18,Cash,2021-01-03,20:13:00,20:15:00,20:20:00,0 days 00:02:00,1,3,Sunday
Male,43,12,Cash,2021-01-03,20:15:00,20:20:00,20:24:00,0 days 00:05:00,2,3,Sunday
Female,17,18,Cash,2021-01-03,20:23:00,20:23:00,20:28:00,0 days 00:00:00,0,1,Sunday
Female,30,14,Cash,2021-01-03,20:23:00,20:23:00,20:27:00,0 days 00:00:00,0,2,Sunday
Female,30,10,Cash,2021-01-03,20:23:00,20:24:00,20:28:00,0 days 00:01:00,1,3,Sunday
Male,15,14,Cash,2021-01-03,20:25:00,20:27:00,20:31:00,0 days 00:02:00,1,2,Sunday
Female,23,29,Credit Card,2021-01-03,20:30:00,20:30:00,20:38:00,0 days 00:00:00,0,1,Sunday
Male,13,16,Credit Card,2021-01-03,20:30:00,20:30:00,20:35:00,0 days 00:00:00,0,3,Sunday
Male,43,16,Cash,2021-01-03,20:32:00,20:32:00,20:37:00,0 days 00:00:00,0,2,Sunday
Female,59,10,Cash,2021-01-03,20:35:00,20:35:00,20:39:00,0 days 00:00:00,0,3,Sunday
Female,45,14,Cash,2021-01-03,20:35:00,20:37:00,20:41:00,0 days 00:02:00,1,2,Sunday
Female,63,28,Credit Card,2021-01-03,20:35:00,20:38:00,20:45:00,0 days 00:03:00,1,1,Sunday
Female,38,26,Cash,2021-01-03,20:35:00,20:39:00,20:46:00,0 days 00:04:00,2,3,Sunday
Female,46,30,Credit Card,2021-01-04,11:03:00,11:03:00,11:11:00,0 days 00:00:00,0,1,Monday
Female,29,26,Cash,2021-01-04,11:04:00,11:04:00,11:11:00,0 days 00:00:00,0,2,Monday
Female,15,14,Debit Card,2021-01-04,11:04:00,11:04:00,11:09:00,0 days 00:00:00,0,3,Monday
Female,21,13,Credit Card,2021-01-04,11:05:00,11:09:00,11:14:00,0 days 00:04:00,1,3,Monday
Male,27,27,Debit Card,2021-01-04,11:07:00,11:11:00,11:17:00,0 days 00:04:00,1,1,Monday
Male,61,28,Cash,2021-01-04,11:07:00,11:11:00,11:20:00,0 days 00:04:00,1,2,Monday
Male,46,28,Cash,2021-01-04,11:08:00,11:14:00,11:22:00,0 days 00:06:00,2,3,Monday
Female,52,28,Debit Card,2021-01-04,11:16:00,11:17:00,11:25:00,0 days 00:01:00,1,1,Monday
Male,21,19,Cash,2021-01-04,11:16:00,11:20:00,11:25:00,0 days 00:04:00,1,2,Monday
Female,50,20,Cash,2021-01-04,11:17:00,11:22:00,11:27:00,0 days 00:05:00,1,3,Monday
Male,24,24,Credit Card,2021-01-04,11:17:00,11:25:00,11:30:00,0 days 00:08:00,2,1,Monday
Male,25,12,Cash,2021-01-04,11:18:00,11:25:00,11:29:00,0 days 00:07:00,2,2,Monday
Male,14,24,Cash,2021-01-04,11:18:00,11:27:00,11:32:00,0 days 00:09:00,2,3,Monday
Male,41,25,Debit Card,2021-01-04,11:19:00,11:29:00,11:35:00,0 days 00:10:00,2,1,Monday
Female,33,22,Cash,2021-01-04,11:19:00,11:30:00,11:35:00,0 days 00:11:00,3,2,Monday
Female,33,15,Credit Card,2021-01-04,11:20:00,11:32:00,11:36:00,0 days 00:12:00,3,3,Monday
Male,32,22,Debit Card,2021-01-04,11:20:00,11:35:00,11:40:00,0 days 00:15:00,3,1,Monday
Female,16,21,Cash,2021-01-04,11:21:00,11:35:00,11:40:00,0 days 00:14:00,3,2,Monday
Female,48,27,Credit Card,2021-01-04,11:21:00,11:36:00,11:42:00,0 days 00:15:00,4,3,Monday
Female,23,21,Credit Card,2021-01-04,11:21:00,11:40:00,11:45:00,0 days 00:19:00,4,1,Monday
Male,54,30,Cash,2021-01-04,11:22:00,11:40:00,11:47:00,0 days 00:18:00,4,2,Monday
Female,52,16,Credit Card,2021-01-04,11:26:00,11:42:00,11:47:00,0 days 00:16:00,4,3,Monday
Male,45,28,Debit Card,2021-01-04,11:29:00,11:45:00,11:52:00,0 days 00:16:00,4,1,Monday
Female,52,23,Cash,2021-01-04,11:30:00,11:47:00,11:51:00,0 days 00:17:00,3,2,Monday
Female,27,20,Cash,2021-01-04,11:35:00,11:47:00,11:52:00,0 days 00:12:00,3,3,Monday
Male,28,22,Cash,2021-01-04,11:35:00,11:51:00,11:56:00,0 days 00:16:00,4,2,Monday
Female,21,26,Credit Card,2021-01-04,11:35:00,11:52:00,11:57:00,0 days 00:17:00,4,1,Monday
Female,43,18,Debit Card,2021-01-04,11:37:00,11:52:00,11:56:00,0 days 00:15:00,3,3,Monday
Male,37,24,Credit Card,2021-01-04,11:40:00,11:56:00,12:02:00,0 days 00:16:00,4,2,Monday
Female,60,17,Cash,2021-01-04,11:40:00,11:57:00,12:02:00,0 days 00:17:00,4,1,Monday
Male,63,12,Credit Card,2021-01-04,11:43:00,11:56:00,12:00:00,0 days 00:13:00,3,3,Monday
Male,52,22,Credit Card,2021-01-04,11:44:00,12:02:00,12:07:00,0 days 00:18:00,4,1,Monday
Male,21,12,Cash,2021-01-04,11:45:00,12:02:00,12:07:00,0 days 00:17:00,4,2,Monday
Female,40,18,Cash,2021-01-04,11:46:00,12:00:00,12:05:00,0 days 00:14:00,4,3,Monday
Male,41,10,Credit Card,2021-01-04,11:46:00,12:07:00,12:10:00,0 days 00:21:00,4,1,Monday
Male,29,21,Cash,2021-01-04,11:47:00,12:07:00,12:12:00,0 days 00:20:00,5,2,Monday
Male,36,15,Debit Card,2021-01-04,11:47:00,12:05:00,12:09:00,0 days 00:18:00,5,3,Monday
Female,50,16,Debit Card,2021-01-04,11:49:00,12:09:00,12:14:00,0 days 00:20:00,5,3,Monday
Female,47,21,Debit Card,2021-01-04,11:50:00,12:10:00,12:15:00,0 days 00:20:00,5,1,Monday
Female,61,18,Credit Card,2021-01-04,11:53:00,12:12:00,12:18:00,0 days 00:19:00,4,2,Monday
Female,36,11,Cash,2021-01-04,11:53:00,12:14:00,12:18:00,0 days 00:21:00,5,3,Monday
Female,44,16,Cash,2021-01-04,11:56:00,12:15:00,12:20:00,0 days 00:19:00,5,1,Monday
Male,31,14,Debit Card,2021-01-04,11:57:00,12:18:00,12:22:00,0 days 00:21:00,4,2,Monday
Male,45,24,Debit Card,2021-01-04,12:02:00,12:18:00,12:24:00,0 days 00:16:00,3,3,Monday
Female,35,16,Cash,2021-01-04,12:05:00,12:20:00,12:24:00,0 days 00:15:00,4,1,Monday
Male,27,10,Cash,2021-01-04,12:05:00,12:22:00,12:25:00,0 days 00:17:00,4,2,Monday
Female,56,26,Cash,2021-01-04,12:05:00,12:24:00,12:30:00,0 days 00:19:00,5,1,Monday
Male,39,25,Cash,2021-01-04,12:06:00,12:24:00,12:30:00,0 days 00:18:00,4,3,Monday
Male,18,16,Credit Card,2021-01-04,16:01:00,16:01:00,16:06:00,0 days 00:00:00,0,1,Monday
Female,44,27,Debit Card,2021-01-04,16:05:00,16:05:00,16:22:00,0 days 00:00:00,0,2,Monday
Male,46,28,Cash,2021-01-04,16:05:00,16:05:00,16:23:00,0 days 00:00:00,0,3,Monday
Female,36,17,Credit Card,2021-01-04,16:21:00,16:21:00,16:26:00,0 days 00:00:00,0,1,Monday
Female,55,23,Cash,2021-01-04,16:23:00,16:23:00,16:29:00,0 days 00:00:00,0,2,Monday
Female,63,26,Credit Card,2021-01-04,16:23:00,16:23:00,16:30:00,0 days 00:00:00,0,3,Monday
Male,58,23,Credit Card,2021-01-04,16:25:00,16:26:00,16:31:00,0 days 00:01:00,1,1,Monday
Male,18,29,Cash,2021-01-04,16:28:00,16:29:00,16:35:00,0 days 00:01:00,1,2,Monday
Female,18,10,Cash,2021-01-04,16:29:00,16:30:00,16:33:00,0 days 00:01:00,1,3,Monday
Male,60,19,Credit Card,2021-01-04,16:30:00,16:31:00,16:35:00,0 days 00:01:00,1,1,Monday
Female,46,30,Cash,2021-01-04,16:31:00,16:33:00,16:40:00,0 days 00:02:00,1,3,Monday
Male,58,17,Debit Card,2021-01-04,16:33:00,16:35:00,16:39:00,0 days 00:02:00,1,2,Monday
Female,18,12,Debit Card,2021-01-04,16:35:00,16:35:00,16:38:00,0 days 00:00:00,0,1,Monday
Male,22,21,Cash,2021-01-04,16:38:00,16:39:00,16:44:00,0 days 00:01:00,1,2,Monday
Female,44,13,Credit Card,2021-01-04,16:45:00,16:45:00,16:49:00,0 days 00:00:00,0,1,Monday
Male,18,24,Credit Card,2021-01-04,16:51:00,16:51:00,16:58:00,0 days 00:00:00,0,2,Monday
Female,58,24,Credit Card,2021-01-04,16:53:00,16:53:00,17:00:00,0 days 00:00:00,0,1,Monday
Male,65,11,Credit Card,2021-01-04,16:55:00,16:55:00,16:59:00,0 days 00:00:00,0,3,Monday
Female,34,12,Debit Card,2021-01-04,16:56:00,16:58:00,17:04:00,0 days 00:02:00,1,2,Monday
Male,50,20,Debit Card,2021-01-04,16:56:00,16:59:00,17:04:00,0 days 00:03:00,2,2,Monday
Male,37,16,Credit Card,2021-01-04,17:04:00,17:04:00,17:09:00,0 days 00:00:00,0,1,Monday
Male,51,28,Credit Card,2021-01-04,17:06:00,17:06:00,17:13:00,0 days 00:00:00,0,2,Monday
Female,58,18,Debit Card,2021-01-04,17:08:00,17:08:00,17:13:00,0 days 00:00:00,0,3,Monday
Female,36,22,Credit Card,2021-01-04,17:09:00,17:09:00,17:14:00,0 days 00:00:00,0,1,Monday
Female,20,20,Credit Card,2021-01-04,17:11:00,17:13:00,17:17:00,0 days 00:02:00,1,2,Monday
Male,18,24,Debit Card,2021-01-04,17:11:00,17:13:00,17:19:00,0 days 00:02:00,1,3,Monday
Female,25,11,Cash,2021-01-04,17:15:00,17:15:00,17:19:00,0 days 00:00:00,0,1,Monday
Male,13,23,Cash,2021-01-04,17:15:00,17:17:00,17:22:00,0 days 00:02:00,1,2,Monday
Male,33,27,Credit Card,2021-01-04,17:17:00,17:19:00,17:25:00,0 days 00:02:00,1,1,Monday
Male,63,22,Credit Card,2021-01-04,17:51:00,17:51:00,17:56:00,0 days 00:00:00,0,1,Monday
Male,41,29,Debit Card,2021-01-04,17:53:00,17:53:00,18:00:00,0 days 00:00:00,0,2,Monday
Female,25,17,Debit Card,2021-01-04,17:53:00,17:53:00,17:58:00,0 days 00:00:00,0,3,Monday
Male,40,20,Credit Card,2021-01-04,17:55:00,17:56:00,18:00:00,0 days 00:01:00,1,1,Monday
Female,22,24,Cash,2021-01-04,17:57:00,17:58:00,18:04:00,0 days 00:01:00,1,2,Monday
Female,21,16,Cash,2021-01-04,17:58:00,18:00:00,18:04:00,0 days 00:02:00,1,3,Monday
Female,43,16,Debit Card,2021-01-04,18:00:00,18:00:00,18:04:00,0 days 00:00:00,0,1,Monday
Female,35,26,Cash,2021-01-04,18:00:00,18:04:00,18:11:00,0 days 00:04:00,2,2,Monday
Female,64,22,Credit Card,2021-01-04,18:02:00,18:04:00,18:10:00,0 days 00:02:00,1,3,Monday
Female,55,20,Debit Card,2021-01-04,18:03:00,18:04:00,18:19:00,0 days 00:01:00,1,1,Monday
Male,27,23,Credit Card,2021-01-04,18:09:00,18:10:00,18:15:00,0 days 00:01:00,1,3,Monday
Female,45,28,Cash,2021-01-04,18:11:00,18:11:00,18:18:00,0 days 00:00:00,0,2,Monday
Female,14,14,Debit Card,2021-01-04,18:16:00,18:15:00,18:19:00,0 days 00:01:00,0,3,Monday
Female,62,23,Credit Card,2021-01-04,18:17:00,18:18:00,18:23:00,0 days 00:01:00,1,2,Monday
Female,20,10,Debit Card,2021-01-04,18:18:00,18:19:00,18:22:00,0 days 00:01:00,1,1,Monday
Male,48,27,Debit Card,2021-01-04,18:19:00,18:19:00,18:26:00,0 days 00:00:00,0,3,Monday
Male,14,17,Debit Card,2021-01-04,18:22:00,18:22:00,18:26:00,0 days 00:00:00,0,1,Monday
Male,54,28,Debit Card,2021-01-04,18:23:00,18:23:00,18:30:00,0 days 00:00:00,0,2,Monday
Male,63,17,Credit Card,2021-01-04,18:27:00,18:27:00,18:31:00,0 days 00:00:00,0,1,Monday
Female,35,10,Cash,2021-01-04,18:28:00,18:28:00,18:31:00,0 days 00:00:00,0,3,Monday
Male,15,22,Debit Card,2021-01-04,18:33:00,18:33:00,18:38:00,0 days 00:00:00,0,2,Monday
Female,63,28,Credit Card,2021-01-04,18:35:00,18:35:00,18:43:00,0 days 00:00:00,0,1,Monday
Female,51,20,Credit Card,2021-01-04,18:36:00,18:36:00,18:41:00,0 days 00:00:00,0,3,Monday
Female,59,30,Credit Card,2021-01-04,18:38:00,18:38:00,18:45:00,0 days 00:00:00,0,2,Monday
Male,33,17,Cash,2021-01-04,18:40:00,18:41:00,18:46:00,0 days 00:01:00,1,3,Monday
Male,17,28,Debit Card,2021-01-04,19:01:00,19:01:00,19:07:00,0 days 00:00:00,0,1,Monday
Male,40,29,Credit Card,2021-01-04,19:01:00,19:01:00,19:08:00,0 days 00:00:00,0,2,Monday
Female,25,15,Credit Card,2021-01-04,19:04:00,19:04:00,19:09:00,0 days 00:00:00,0,3,Monday
Female,60,27,Cash,2021-01-04,19:07:00,19:07:00,19:14:00,0 days 00:00:00,0,1,Monday
Female,39,15,Cash,2021-01-04,19:09:00,19:09:00,19:14:00,0 days 00:00:00,0,2,Monday
Male,37,19,Debit Card,2021-01-04,19:10:00,19:10:00,19:15:00,0 days 00:00:00,0,3,Monday
Female,65,22,Cash,2021-01-04,19:12:00,19:14:00,19:21:00,0 days 00:02:00,1,1,Monday
Female,49,17,Credit Card,2021-01-04,19:13:00,19:14:00,19:19:00,0 days 00:01:00,1,2,Monday
Male,21,29,Debit Card,2021-01-04,19:25:00,19:25:00,19:32:00,0 days 00:00:00,0,3,Monday
Female,27,25,Credit Card,2021-01-04,19:28:00,19:28:00,19:34:00,0 days 00:00:00,0,1,Monday
Male,64,12,Cash,2021-01-04,19:28:00,19:28:00,19:33:00,0 days 00:00:00,0,2,Monday
Male,65,18,Credit Card,2021-01-04,19:28:00,19:32:00,19:37:00,0 days 00:04:00,1,3,Monday
Female,45,22,Cash,2021-01-04,19:34:00,19:34:00,19:40:00,0 days 00:00:00,0,1,Monday
Female,40,11,Cash,2021-01-04,19:41:00,19:41:00,19:44:00,0 days 00:00:00,0,1,Monday
Female,28,17,Cash,2021-01-04,19:42:00,19:42:00,19:46:00,0 days 00:00:00,0,2,Monday
Female,42,17,Credit Card,2021-01-04,19:42:00,19:42:00,19:46:00,0 days 00:00:00,0,3,Monday
Female,49,22,Cash,2021-01-04,19:42:00,19:44:00,19:50:00,0 days 00:02:00,1,1,Monday
Female,54,13,Debit Card,2021-01-05,11:03:00,11:03:00,11:07:00,0 days 00:00:00,0,1,Tuesday
Female,40,11,Cash,2021-01-05,11:04:00,11:04:00,11:08:00,0 days 00:00:00,0,2,Tuesday
Male,17,17,Cash,2021-01-05,11:04:00,11:04:00,11:09:00,0 days 00:00:00,0,3,Tuesday
Male,14,13,Credit Card,2021-01-05,11:05:00,11:07:00,11:11:00,0 days 00:02:00,1,1,Tuesday
Male,28,17,Cash,2021-01-05,11:07:00,11:08:00,11:13:00,0 days 00:01:00,1,2,Tuesday
Male,32,23,Credit Card,2021-01-05,11:07:00,11:09:00,11:15:00,0 days 00:02:00,1,3,Tuesday
Female,19,22,Cash,2021-01-05,11:08:00,11:11:00,11:16:00,0 days 00:03:00,1,1,Tuesday
Female,25,28,Credit Card,2021-01-05,11:16:00,11:16:00,11:23:00,0 days 00:00:00,0,1,Tuesday
Female,57,16,Debit Card,2021-01-05,11:16:00,11:16:00,11:21:00,0 days 00:00:00,0,2,Tuesday
Female,49,10,Credit Card,2021-01-05,11:17:00,11:17:00,11:20:00,0 days 00:00:00,0,3,Tuesday
Male,59,15,Credit Card,2021-01-05,11:17:00,11:20:00,11:25:00,0 days 00:03:00,1,3,Tuesday
Male,65,15,Credit Card,2021-01-05,11:18:00,11:21:00,11:26:00,0 days 00:03:00,1,2,Tuesday
Female,53,15,Credit Card,2021-01-05,11:18:00,11:23:00,11:28:00,0 days 00:05:00,1,1,Tuesday
Male,41,23,Debit Card,2021-01-05,11:19:00,11:25:00,11:31:00,0 days 00:06:00,2,3,Tuesday
Female,28,15,Credit Card,2021-01-05,11:19:00,11:26:00,11:31:00,0 days 00:07:00,2,2,Tuesday
Female,47,13,Cash,2021-01-05,11:20:00,11:28:00,11:33:00,0 days 00:08:00,2,1,Tuesday
Female,36,18,Debit Card,2021-01-05,11:20:00,11:31:00,11:37:00,0 days 00:11:00,3,2,Tuesday
Female,26,10,Credit Card,2021-01-05,11:21:00,11:31:00,11:35:00,0 days 00:10:00,2,3,Tuesday
Female,25,23,Cash,2021-01-05,11:21:00,11:33:00,11:39:00,0 days 00:12:00,3,1,Tuesday
Female,29,23,Credit Card,2021-01-05,11:21:00,11:35:00,11:41:00,0 days 00:14:00,3,3,Tuesday
Male,61,27,Cash,2021-01-05,11:22:00,11:37:00,11:44:00,0 days 00:15:00,3,2,Tuesday
Male,32,27,Credit Card,2021-01-05,11:26:00,11:39:00,11:46:00,0 days 00:13:00,3,1,Tuesday
Male,65,29,Cash,2021-01-05,11:29:00,11:41:00,11:49:00,0 days 00:12:00,3,3,Tuesday
Male,38,12,Credit Card,2021-01-05,11:30:00,11:44:00,11:49:00,0 days 00:14:00,3,2,Tuesday
Male,49,19,Credit Card,2021-01-05,11:32:00,11:46:00,11:51:00,0 days 00:14:00,3,1,Tuesday
Male,49,10,Credit Card,2021-01-05,11:33:00,11:49:00,11:53:00,0 days 00:16:00,3,2,Tuesday
Male,64,12,Cash,2021-01-05,11:35:00,11:49:00,11:53:00,0 days 00:14:00,3,3,Tuesday
Female,41,22,Credit Card,2021-01-05,11:35:00,11:51:00,11:57:00,0 days 00:16:00,3,1,Tuesday
Female,50,16,Debit Card,2021-01-05,11:35:00,11:53:00,11:57:00,0 days 00:18:00,4,2,Tuesday
Female,26,21,Credit Card,2021-01-05,11:37:00,11:53:00,11:58:00,0 days 00:18:00,3,3,Tuesday
Male,18,15,Cash,2021-01-05,11:40:00,11:56:00,12:00:00,0 days 00:16:00,2,1,Tuesday
Female,30,19,Credit Card,2021-01-05,11:40:00,11:57:00,12:02:00,0 days 00:17:00,4,2,Tuesday
Female,25,25,Cash,2021-01-05,11:43:00,11:58:00,12:04:00,0 days 00:15:00,3,3,Tuesday
Female,18,19,Cash,2021-01-05,11:44:00,12:00:00,12:05:00,0 days 00:16:00,4,1,Tuesday
Male,62,30,Cash,2021-01-05,11:45:00,12:02:00,12:10:00,0 days 00:17:00,4,2,Tuesday
Male,61,14,Credit Card,2021-01-05,11:46:00,12:04:00,12:08:00,0 days 00:18:00,4,3,Tuesday
Male,54,16,Credit Card,2021-01-05,11:46:00,12:05:00,12:09:00,0 days 00:19:00,5,1,Tuesday
Female,24,24,Credit Card,2021-01-05,11:47:00,12:08:00,12:13:00,0 days 00:21:00,5,3,Tuesday
Female,33,23,Cash,2021-01-05,11:47:00,12:09:00,12:14:00,0 days 00:22:00,5,1,Tuesday
Male,31,27,Cash,2021-01-05,11:49:00,12:10:00,12:18:00,0 days 00:21:00,5,2,Tuesday
Female,46,26,Credit Card,2021-01-05,11:50:00,12:13:00,12:19:00,0 days 00:23:00,5,3,Tuesday
Male,55,15,Cash,2021-01-05,11:53:00,12:14:00,12:19:00,0 days 00:21:00,5,1,Tuesday
Female,22,24,Cash,2021-01-05,11:53:00,12:18:00,12:24:00,0 days 00:25:00,5,2,Tuesday
Male,47,13,Cash,2021-01-05,11:56:00,12:19:00,12:23:00,0 days 00:23:00,6,1,Tuesday
Female,41,21,Debit Card,2021-01-05,11:57:00,12:19:00,12:24:00,0 days 00:22:00,5,3,Tuesday
Female,33,24,Credit Card,2021-01-05,12:02:00,12:23:00,12:29:00,0 days 00:21:00,5,1,Tuesday
Female,63,28,Debit Card,2021-01-05,12:05:00,12:24:00,12:32:00,0 days 00:19:00,3,2,Tuesday
Female,36,21,Credit Card,2021-01-05,12:05:00,12:24:00,12:29:00,0 days 00:19:00,4,3,Tuesday
Male,15,19,Debit Card,2021-01-05,12:05:00,12:29:00,12:34:00,0 days 00:24:00,6,1,Tuesday
Female,41,30,Cash,2021-01-05,12:06:00,12:29:00,12:37:00,0 days 00:13:00,5,3,Tuesday
Female,16,14,Credit Card,2021-01-05,12:06:00,12:32:00,12:36:00,0 days 00:26:00,4,2,Tuesday
Female,64,12,Debit Card,2021-01-05,12:09:00,12:34:00,12:38:00,0 days 00:25:00,6,1,Tuesday
Female,60,21,Credit Card,2021-01-05,12:09:00,12:36:00,12:41:00,0 days 00:27:00,5,2,Tuesday
Male,64,29,Credit Card,2021-01-05,12:10:00,12:37:00,12:45:00,0 days 00:27:00,5,3,Tuesday
Female,13,21,Cash,2021-01-05,12:11:00,12:38:00,12:43:00,0 days 00:27:00,6,1,Tuesday
Female,53,27,Cash,2021-01-05,12:11:00,12:41:00,12:49:00,0 days 00:30:00,5,2,Tuesday
Female,63,25,Credit Card,2021-01-05,12:12:00,12:43:00,12:50:00,0 days 00:31:00,7,1,Tuesday
Male,28,14,Cash,2021-01-05,12:13:00,12:45:00,12:50:00,0 days 00:35:00,6,3,Tuesday
Female,20,26,Cash,2021-01-05,12:13:00,12:49:00,12:57:00,0 days 00:36:00,6,2,Tuesday
